(0, 1.0, 0) (2, 2, 2)
(0, 1.0, 2) (2, 2, 2)
(0, 1.0, 4) (2, 2, 2)
(0, 1.0, 8) (2, 2, 2)
(0, 1.0, 10) (2, 2, 2)
(0, 1.0, 12) (2, 2, 2)
(0, 1.0, 14) (2, 2, 2)
(0, 1.0, 16) (2, 2, 2)
(0, 1.0, 18) (2, 2, 2)
(0, 1.0, 20) (2, 2, 2)
(0, 1.0, 22) (2, 2, 2)
(0, 1.0, 24) (2, 2, 2)
(0, 1.0, 26) (2, 2, 2)
(0, 1.0, 28) (2, 2, 2)
(0, 1.0, 30) (2, 2, 2)
(0, 1.0, 32) (2, 2, 2)
(0, 1.0, 34) (2, 2, 2)
(0, 1.0, 36) (2, 2, 2)
(0, 1.0, 38) (2, 2, 2)
(0, 1.0, 40) (2, 2, 2)
(2, 1.0, 0) (2, 2, 2)
(2, 1.0, 4) (2, 2, 2)
(2, 1.0, 28) (2, 2, 2)
(2, 1.0, 40) (2, 2, 2)
(4, 1.0, 0) (2, 2, 2)
(4, 1.0, 4) (2, 2, 2)
(4, 1.0, 6) (2, 2, 2)
(4, 1.0, 8) (2, 2, 2)
(4, 1.0, 12) (2, 2, 2)
(4, 1.0, 14) (2, 2, 2)
(4, 1.0, 16) (2, 2, 2)
(4, 1.0, 18) (2, 2, 2)
(4, 1.0, 20) (2, 2, 2)
(4, 1.0, 22) (2, 2, 2)
(4, 1.0, 24) (2, 2, 2)
(4, 1.0, 28) (2, 2, 2)
(4, 1.0, 32) (2, 2, 2)
(4, 1.0, 34) (2, 2, 2)
(4, 1.0, 36) (2, 2, 2)
(4, 1.0, 40) (2, 2, 2)
(6, 1.0, 0) (2, 2, 2)
(6, 1.0, 12) (2, 2, 2)
(6, 1.0, 16) (2, 2, 2)
(6, 1.0, 28) (2, 2, 2)
(6, 1.0, 32) (2, 2, 2)
(6, 1.0, 40) (2, 2, 2)
(8, 1.0, 0) (2, 2, 2)
(8, 1.0, 2) (2, 2, 2)
(8, 1.0, 4) (2, 2, 2)
(8, 1.0, 6) (2, 2, 2)
(8, 1.0, 8) (2, 2, 2)
(8, 1.0, 10) (2, 2, 2)
(8, 1.0, 12) (2, 2, 2)
(8, 1.0, 16) (2, 2, 2)
(8, 1.0, 20) (2, 2, 2)
(8, 1.0, 22) (2, 2, 2)
(8, 1.0, 24) (2, 2, 2)
(8, 1.0, 26) (2, 2, 2)
(8, 1.0, 28) (2, 2, 2)
(8, 1.0, 30) (2, 2, 2)
(8, 1.0, 32) (2, 2, 2)
(8, 1.0, 36) (2, 2, 2)
(8, 1.0, 40) (2, 2, 2)
(10, 1.0, 0) (2, 2, 2)
(10, 1.0, 4) (2, 2, 2)
(10, 1.0, 16) (2, 2, 2)
(10, 1.0, 24) (2, 2, 2)
(10, 1.0, 36) (2, 2, 2)
(10, 1.0, 40) (2, 2, 2)
(12, 1.0, 0) (2, 2, 2)
(12, 1.0, 4) (2, 2, 2)
(12, 1.0, 8) (2, 2, 2)
(12, 1.0, 12) (2, 2, 2)
(12, 1.0, 16) (2, 2, 2)
(12, 1.0, 18) (2, 2, 2)
(12, 1.0, 20) (2, 2, 2)
(12, 1.0, 24) (2, 2, 2)
(12, 1.0, 28) (2, 2, 2)
(12, 1.0, 30) (2, 2, 2)
(12, 1.0, 32) (2, 2, 2)
(12, 1.0, 34) (2, 2, 2)
(12, 1.0, 36) (2, 2, 2)
(12, 1.0, 40) (2, 2, 2)
(14, 1.0, 0) (2, 2, 2)
(14, 1.0, 8) (2, 2, 2)
(14, 1.0, 12) (2, 2, 2)
(14, 1.0, 20) (2, 2, 2)
(14, 1.0, 28) (2, 2, 2)
(14, 1.0, 36) (2, 2, 2)
(14, 1.0, 40) (2, 2, 2)
(16, 1.0, 0) (2, 2, 2)
(16, 1.0, 4) (2, 2, 2)
(16, 1.0, 6) (2, 2, 2)
(16, 1.0, 8) (2, 2, 2)
(16, 1.0, 12) (2, 2, 2)
(16, 1.0, 14) (2, 2, 2)
(16, 1.0, 16) (2, 2, 2)
(16, 1.0, 20) (2, 2, 2)
(16, 1.0, 22) (2, 2, 2)
(16, 1.0, 24) (2, 2, 2)
(16, 1.0, 26) (2, 2, 2)
(16, 1.0, 28) (2, 2, 2)
(16, 1.0, 32) (2, 2, 2)
(16, 1.0, 36) (2, 2, 2)
(16, 1.0, 40) (2, 2, 2)
(18, 1.0, 0) (2, 2, 2)
(18, 1.0, 4) (2, 2, 2)
(18, 1.0, 12) (2, 2, 2)
(18, 1.0, 20) (2, 2, 2)
(18, 1.0, 28) (2, 2, 2)
(18, 1.0, 32) (2, 2, 2)
(18, 1.0, 40) (2, 2, 2)
(20, 1.0, 0) (2, 2, 2)
(20, 1.0, 2) (2, 2, 2)
(20, 1.0, 4) (2, 2, 2)
(20, 1.0, 8) (2, 2, 2)
(20, 1.0, 10) (2, 2, 2)
(20, 1.0, 12) (2, 2, 2)
(20, 1.0, 14) (2, 2, 2)
(20, 1.0, 16) (2, 2, 2)
(20, 1.0, 20) (2, 2, 2)
(20, 1.0, 24) (2, 2, 2)
(20, 1.0, 28) (2, 2, 2)
(20, 1.0, 32) (2, 2, 2)
(20, 1.0, 34) (2, 2, 2)
(20, 1.0, 36) (2, 2, 2)
(20, 1.0, 38) (2, 2, 2)
(20, 1.0, 40) (2, 2, 2)
(22, 1.0, 0) (2, 2, 2)
(22, 1.0, 8) (2, 2, 2)
(22, 1.0, 16) (2, 2, 2)
(22, 1.0, 20) (2, 2, 2)
(22, 1.0, 24) (2, 2, 2)
(22, 1.0, 32) (2, 2, 2)
(22, 1.0, 40) (2, 2, 2)
(24, 1.0, 0) (2, 2, 2)
(24, 1.0, 4) (2, 2, 2)
(24, 1.0, 6) (2, 2, 2)
(24, 1.0, 8) (2, 2, 2)
(24, 1.0, 12) (2, 2, 2)
(24, 1.0, 16) (2, 2, 2)
(24, 1.0, 20) (2, 2, 2)
(24, 1.0, 24) (2, 2, 2)
(24, 1.0, 26) (2, 2, 2)
(24, 1.0, 28) (2, 2, 2)
(24, 1.0, 30) (2, 2, 2)
(24, 1.0, 32) (2, 2, 2)
(24, 1.0, 36) (2, 2, 2)
(26, 1.0, 0) (2, 2, 2)
(26, 1.0, 8) (2, 2, 2)
(26, 1.0, 12) (2, 2, 2)
(26, 1.0, 16) (2, 2, 2)
(26, 1.0, 20) (2, 2, 2)
(26, 1.0, 24) (2, 2, 2)
(26, 1.0, 36) (2, 2, 2)
(26, 1.0, 40) (2, 2, 2)
(28, 1.0, 0) (2, 2, 2)
(28, 1.0, 4) (2, 2, 2)
(28, 1.0, 8) (2, 2, 2)
(28, 1.0, 12) (2, 2, 2)
(28, 1.0, 16) (2, 2, 2)
(28, 1.0, 18) (2, 2, 2)
(28, 1.0, 20) (2, 2, 2)
(28, 1.0, 24) (2, 2, 2)
(28, 1.0, 28) (2, 2, 2)
(28, 1.0, 30) (2, 2, 2)
(28, 1.0, 32) (2, 2, 2)
(28, 1.0, 34) (2, 2, 2)
(28, 1.0, 36) (2, 2, 2)
(28, 1.0, 40) (2, 2, 2)
(30, 1.0, 0) (2, 2, 2)
(30, 1.0, 4) (2, 2, 2)
(30, 1.0, 12) (2, 2, 2)
(30, 1.0, 24) (2, 2, 2)
(30, 1.0, 28) (2, 2, 2)
(30, 1.0, 36) (2, 2, 2)
(30, 1.0, 40) (2, 2, 2)
(32, 1.0, 0) (2, 2, 2)
(32, 1.0, 4) (2, 2, 2)
(32, 1.0, 6) (2, 2, 2)
(32, 1.0, 8) (2, 2, 2)
(32, 1.0, 10) (2, 2, 2)
(32, 1.0, 12) (2, 2, 2)
(32, 1.0, 14) (2, 2, 2)
(32, 1.0, 16) (2, 2, 2)
(32, 1.0, 18) (2, 2, 2)
(32, 1.0, 20) (2, 2, 2)
(32, 1.0, 22) (2, 2, 2)
(32, 1.0, 24) (2, 2, 2)
(32, 1.0, 28) (2, 2, 2)
(32, 1.0, 32) (2, 2, 2)
(32, 1.0, 34) (2, 2, 2)
(32, 1.0, 36) (2, 2, 2)
(32, 1.0, 40) (2, 2, 2)
(34, 1.0, 0) (2, 2, 2)
(34, 1.0, 4) (2, 2, 2)
(34, 1.0, 16) (2, 2, 2)
(34, 1.0, 28) (2, 2, 2)
(34, 1.0, 40) (2, 2, 2)
(36, 1.0, 0) (2, 2, 2)
(36, 1.0, 4) (2, 2, 2)
(36, 1.0, 6) (2, 2, 2)
(36, 1.0, 8) (2, 2, 2)
(36, 1.0, 12) (2, 2, 2)
(36, 1.0, 16) (2, 2, 2)
(36, 1.0, 18) (2, 2, 2)
(36, 1.0, 20) (2, 2, 2)
(36, 1.0, 24) (2, 2, 2)
(36, 1.0, 26) (2, 2, 2)
(36, 1.0, 28) (2, 2, 2)
(36, 1.0, 32) (2, 2, 2)
(36, 1.0, 34) (2, 2, 2)
(36, 1.0, 36) (2, 2, 2)
(36, 1.0, 38) (2, 2, 2)
(36, 1.0, 40) (2, 2, 2)
(38, 1.0, 0) (2, 2, 2)
(38, 1.0, 12) (2, 2, 2)
(38, 1.0, 24) (2, 2, 2)
(38, 1.0, 40) (2, 2, 2)
(40, 1.0, 0) (2, 2, 2)
(40, 1.0, 2) (2, 2, 2)
(40, 1.0, 4) (2, 2, 2)
(40, 1.0, 6) (2, 2, 2)
(40, 1.0, 10) (2, 2, 2)
(40, 1.0, 12) (2, 2, 2)
(40, 1.0, 14) (2, 2, 2)
(40, 1.0, 16) (2, 2, 2)
(40, 1.0, 18) (2, 2, 2)
(40, 1.0, 20) (2, 2, 2)
(40, 1.0, 22) (2, 2, 2)
(40, 1.0, 24) (2, 2, 2)
(40, 1.0, 26) (2, 2, 2)
(40, 1.0, 28) (2, 2, 2)
(40, 1.0, 30) (2, 2, 2)
(40, 1.0, 32) (2, 2, 2)
(40, 1.0, 34) (2, 2, 2)
(40, 1.0, 36) (2, 2, 2)
(40, 1.0, 38) (2, 2, 2)
(40, 1.0, 40) (2, 2, 2)
